Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
GA,1,16,10401,5,7794,1746,816,0,16610,7857,5,5,5,45,-,4.6381ns,-,-,-,-,25,-,-
GA,1,17,12501,9,9609,1956,879,10,21594,10228,9,9,9,47,-,4.5297ns,-,-,-,-,37,-,-
GA,1,18,9864,6,7286,1740,787,14,16641,7639,6,6,6,37,0,4.1694ns,-,-,-,-,26,-,-
GA,1,19,8575,7,5906,1884,733,0,14372,6964,8,8,8,52,-,4.8113ns,-,-,-,-,35,-,-
GA,1,20,18703,5,15663,2136,854,10,31958,15280,5,5,5,40,-,4.9281ns,-,-,-,-,17,-,-
GA,1,21,16909,4,13649,2178,1045,0,27520,13239,4,4,4,37,-,6.1196ns,-,-,-,-,19,-,-
GA,1,22,18505,3,15892,1854,736,0,31575,15137,3,3,3,23,-,5.1299ns,-,-,-,-,9,-,-
GA,1,23,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,24,18463,3,15651,2034,755,0,31439,15077,3,3,3,23,-,4.7514ns,-,-,-,-,9,-,-
GA,1,25,14228,7,10611,2070,1494,0,24311,11378,7,7,7,53,-,4.7947ns,-,-,-,-,22,-,-
GA,1,26,18907,5,15664,2094,1092,0,32587,15558,5,5,5,57,-,5.0063ns,-,-,-,-,17,-,-
GA,1,27,,,,,,,,,,,,,,,,,,,,,
GA,1,28,18049,7,14988,2088,902,4,28942,13707,7,7,7,67,-,5.0697ns,-,-,-,-,29,-,-
GA,1,29,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,30,18049,7,14988,2088,902,4,28942,13707,7,7,7,67,-,5.0697ns,-,-,-,-,29,-,-
GA,1,31,14137,6,10403,2178,1488,0,24000,11152,7,7,7,68,-,4.9939ns,-,-,-,-,21,-,-
GA,1,32,18049,7,14988,2088,902,4,28942,13707,7,7,7,67,-,5.0697ns,-,-,-,-,29,-,-
GA,1,33,10401,5,7794,1746,816,0,16610,7857,5,5,5,45,-,4.6381ns,-,-,-,-,25,-,-
GA,1,34,9079,3,6925,1446,667,0,14862,7087,4,4,4,41,-,4.4747ns,-,-,-,-,11,-,-
GA,1,35,14878,9,11272,2106,1403,4,24909,11784,10,10,10,93,-,5.9833ns,-,-,-,-,31,-,-
GA,1,36,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,37,13115,4,10092,1740,1222,0,22187,10483,4,4,4,61,0,4.7498ns,-,-,-,-,17,-,-
GA,1,38,8085,9,4636,2184,1180,0,13718,6362,10,10,10,85,-,4.4665ns,-,-,-,-,43,-,-
GA,1,39,9079,3,6925,1446,667,0,14862,7087,4,4,4,41,-,4.4747ns,-,-,-,-,11,-,-
GA,1,40,,,,,,,,,,,,,,,,,,,,,
GA,1,41,22505,7,19013,2070,1350,4,37626,17912,7,7,7,68,-,6.0433ns,-,-,-,-,19,-,-
GA,1,42,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,43,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,44,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,45,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,46,9079,3,6925,1446,667,0,14862,7087,4,4,4,41,-,4.4747ns,-,-,-,-,11,-,-
GA,1,47,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,48,18505,3,15892,1854,736,0,31575,15137,3,3,3,23,-,5.1299ns,-,-,-,-,9,-,-
GA,1,49,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,50,18463,3,15651,2034,755,0,31439,15077,3,3,3,23,-,4.7514ns,-,-,-,-,9,-,-
GA,1,51,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,52,13030,6,9887,2088,979,0,22103,10421,7,7,7,76,-,5.6931ns,-,-,-,-,25,-,-
GA,1,53,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,54,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,55,9252,5,6918,1452,801,4,15355,7217,6,6,6,77,-,5.0753ns,-,-,-,-,19,-,-
GA,1,56,9256,4,7055,1404,735,4,15520,7449,4,4,4,58,0,4.962ns,-,-,-,-,17,-,-
GA,1,57,9988,3,7129,1410,1382,0,18320,8498,3,3,3,67,0,5.044ns,-,-,-,-,10,-,-
GA,1,58,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,59,9079,3,6925,1446,667,0,14862,7087,4,4,4,41,-,4.4747ns,-,-,-,-,11,-,-
GA,1,60,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,61,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,62,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,63,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,64,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,65,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,66,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,67,9988,3,7129,1410,1382,0,18320,8498,3,3,3,67,0,5.044ns,-,-,-,-,10,-,-
GA,1,68,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,69,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,70,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,71,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,72,9988,3,7129,1410,1382,0,18320,8498,3,3,3,67,0,5.044ns,-,-,-,-,10,-,-
GA,1,73,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,74,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,75,12380,3,10463,1284,590,4,20865,10099,3,3,3,39,0,4.866ns,-,-,-,-,9,-,-
GA,1,76,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,77,10167,5,7054,1656,1395,0,18622,8618,5,5,5,62,-,4.7164ns,-,-,-,-,26,-,-
GA,1,78,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,79,15421,6,12083,2112,1149,0,25791,12459,8,8,8,77,-,6.0531ns,-,-,-,-,22,-,-
GA,1,80,11838,3,9463,1554,782,0,20511,9764,4,4,4,39,-,4.5161ns,-,-,-,-,11,-,-
GA,1,81,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,82,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,83,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,84,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,85,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,86,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,87,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,88,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,89,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,90,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,91,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,92,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,93,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,94,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,95,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,96,12380,3,10463,1284,590,4,20865,10099,3,3,3,39,0,4.866ns,-,-,-,-,9,-,-
GA,1,97,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,98,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,99,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,100,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,101,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,102,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,103,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,104,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,105,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,106,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,107,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,108,,,,,,,,,,,,,,,,,,,,,
GA,1,109,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,110,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,111,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,112,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,113,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,114,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,115,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,116,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,117,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,118,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,119,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,120,20924,5,18038,2064,786,0,33339,15911,5,5,5,36,-,5.2947ns,-,-,-,-,13,-,-
GA,1,121,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,122,9261,3,6874,1698,664,0,14804,6981,3,3,3,25,-,5.0753ns,-,-,-,-,17,-,-
GA,1,123,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,124,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,125,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,126,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,127,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,128,9819,4,7691,1308,750,4,16763,8031,4,4,4,66,0,5.0753ns,-,-,-,-,8,-,-
GA,1,129,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,130,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,131,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,132,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,133,11686,1,10438,1062,168,0,18956,9304,1,1,1,18,0,4.786ns,-,-,-,-,1,-,-
GA,1,134,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,135,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,136,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,137,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,138,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,139,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,140,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,141,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,142,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,143,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,144,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,145,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,146,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,147,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,148,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,149,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,150,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,151,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,152,9605,3,7686,1284,590,4,16027,7721,3,3,3,41,0,5.0753ns,-,-,-,-,9,-,-
GA,1,153,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,154,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,155,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,156,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,157,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,158,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,159,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,160,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,161,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,162,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,163,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,164,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,165,9261,3,6874,1698,664,0,14804,6981,3,3,3,25,-,5.0753ns,-,-,-,-,17,-,-
GA,1,166,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,167,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,168,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,169,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,170,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,171,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,172,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,173,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,174,11528,2,9734,1296,480,0,19461,9276,2,2,2,18,0,5.1453ns,-,-,-,-,2,-,-
GA,1,175,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,176,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,177,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,178,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,179,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,180,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,181,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,182,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,183,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,184,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,185,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,186,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,187,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,188,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,189,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,190,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,191,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,192,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,193,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,194,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,195,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,196,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,197,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,198,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,199,8828,1,7674,966,168,0,14075,6903,1,1,1,20,0,5.0053ns,-,-,-,-,1,-,-
GA,1,200,9208,3,6429,2022,732,0,14364,6812,3,3,3,25,-,7.2825ns,-,-,-,-,17,-,-
GA,1,201,19486,6,15705,2400,1300,0,31651,15126,6,6,6,81,-,6.1196ns,-,-,-,-,19,-,-
GA,1,202,7719,5,4765,2106,795,0,12731,5871,6,6,6,53,-,4.2081ns,-,-,-,-,27,-,-
GA,1,203,9406,6,6141,1962,1252,0,16203,7701,6,6,6,51,-,4.4813ns,-,-,-,-,29,-,-
GA,1,204,,,,,,,,,,,,,,,,,,,,,
GA,1,205,11786,5,8475,1866,1381,4,20097,9238,6,6,6,60,-,4.7013ns,-,-,-,-,19,-,-
GA,1,206,19070,6,15678,2070,1245,4,31830,14974,6,6,6,73,0,5.0436ns,-,-,-,-,27,-,-
GA,1,207,,,,,,,,,,,,,,,,,,,,,
GA,1,208,17554,7,14030,2082,1379,10,28936,13587,7,7,7,53,-,4.8531ns,-,-,-,-,29,-,-
GA,1,209,12012,5,8282,2346,1341,0,19860,9454,5,5,5,43,-,4.4615ns,-,-,-,-,25,-,-
GA,1,210,8728,9,5910,1890,853,10,14872,7147,10,10,10,65,-,4.5147ns,-,-,-,-,39,-,-
GA,1,211,14971,3,12418,1626,907,0,24706,11765,3,3,3,20,0,5.7741ns,-,-,-,-,11,-,-
GA,1,212,16708,4,13670,1926,1071,0,27760,12832,4,4,4,41,0,4.8597ns,-,-,-,-,16,-,-
GA,1,213,12504,6,8971,2064,1378,10,21119,9764,7,7,7,81,-,4.6115ns,-,-,-,-,19,-,-
GA,1,214,14151,8,10100,2070,1892,14,25707,11683,8,8,8,75,0,4.3101ns,-,-,-,-,34,-,-
GA,1,215,14676,5,12279,1632,721,14,26092,12260,5,5,5,30,-,4.9127ns,-,-,-,-,25,-,-
GA,1,216,16629,7,13534,2064,966,4,26739,12621,7,7,7,61,0,5.2146ns,-,-,-,-,27,-,-
GA,1,217,,,,,,,,,,,,,,,,,,,,,
GA,1,218,,,,,,,,,,,,,,,,,,,,,
GA,1,219,13557,6,9771,1992,1712,0,25537,11632,7,7,7,82,-,4.9388ns,-,-,-,-,27,-,-
GA,1,220,8865,3,6429,1722,684,0,14097,6638,3,3,3,30,-,7.2825ns,-,-,-,-,17,-,-
GA,1,221,7797,5,4765,2190,810,0,12574,5836,5,5,5,32,-,4.1381ns,-,-,-,-,26,-,-
GA,1,222,,,,,,,,,,,,,,,,,,,,,
GA,1,223,9925,5,6327,2472,1074,0,16109,7528,5,5,5,52,-,4.6181ns,-,-,-,-,25,-,-
GA,1,224,11141,2,8558,1614,933,0,18487,8783,2,2,2,36,0,4.4981ns,-,-,-,-,9,-,-
GA,1,225,15834,4,13493,1638,673,0,26525,12730,4,4,4,30,-,5.3013ns,-,-,-,-,13,-,-
GA,1,226,8554,2,6317,1614,598,0,13469,6392,2,2,2,25,0,4.3897ns,-,-,-,-,9,-,-
GA,1,227,,,,,,,,,,,,,,,,,,,,,
GA,1,228,14005,5,9907,2094,1941,0,25270,11393,5,5,5,63,-,6.2719ns,-,-,-,-,26,-,-
GA,1,229,12127,7,9164,2082,820,10,19617,9200,7,7,7,51,-,4.5331ns,-,-,-,-,29,-,-
GA,1,230,7561,4,4625,2100,784,0,12366,5703,5,5,5,52,-,4.3981ns,-,-,-,-,19,-,-
GA,1,231,15086,4,12558,1626,881,0,24881,11856,4,4,4,21,-,5.7741ns,-,-,-,-,19,-,-
GA,1,232,12101,8,8310,2094,1612,10,21591,9840,8,8,8,75,0,6.5682ns,-,-,-,-,34,-,-
GA,1,233,17433,6,14689,1962,742,0,28151,13402,6,6,6,40,-,4.9647ns,-,-,-,-,17,-,-
GA,1,234,17121,5,13805,2052,1218,0,28135,13273,5,5,5,46,0,5.4375ns,-,-,-,-,18,-,-
GA,1,235,16209,6,13551,1626,974,10,27744,13175,6,6,6,48,-,4.9127ns,-,-,-,-,21,-,-
GA,1,236,17554,7,14030,2082,1379,10,28936,13587,7,7,7,53,-,4.8531ns,-,-,-,-,29,-,-
GA,1,237,,,,,,,,,,,,,,,,,,,,,
GA,1,238,15926,4,13029,1812,1038,10,26397,12260,4,4,4,37,0,4.7881ns,-,-,-,-,9,-,-
GA,1,239,11602,2,9599,1398,586,0,18900,9041,2,2,2,19,0,4.856ns,-,-,-,-,9,-,-
GA,1,240,14121,4,10146,2064,1854,0,25767,11768,4,4,4,57,0,6.4658ns,-,-,-,-,18,-,-
