Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
BF,1,38,10021,15,2771,4326,2775,15,17987,7798,15,15,15,134,-,4.2266ns,-,-,-,-,45,-,-
BF,1,39,10021,15,2771,4326,2775,15,17987,7798,15,15,15,134,-,4.2266ns,-,-,-,-,45,-,-
BF,1,40,10021,15,2771,4326,2775,15,17987,7798,15,15,15,134,-,4.2266ns,-,-,-,-,45,-,-
BF,1,41,10021,15,2771,4326,2775,15,17987,7798,15,15,15,134,-,4.2266ns,-,-,-,-,45,-,-
BF,1,42,10920,22,4058,4008,2723,0,19644,8797,22,22,22,131,-,4.1493ns,-,-,-,-,39,-,-
BF,1,43,10920,22,4058,4008,2723,0,19644,8797,22,22,22,131,-,4.1493ns,-,-,-,-,39,-,-
BF,1,44,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,45,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,46,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,47,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,48,10920,22,4058,4008,2723,0,19644,8797,22,22,22,131,-,4.1493ns,-,-,-,-,39,-,-
BF,1,49,10920,22,4058,4008,2723,0,19644,8797,22,22,22,131,-,4.1493ns,-,-,-,-,39,-,-
BF,1,50,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,51,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,52,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,53,8139,15,2650,3156,2231,0,14875,6587,15,15,15,102,-,5.4159ns,-,-,-,-,31,-,-
BF,1,54,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,55,,,,,,,,,,,,,,,,,,,,,
BF,1,56,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,57,,,,,,,,,,,,,,,,,,,,,
BF,1,58,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,59,,,,,,,,,,,,,,,,,,,,,
BF,1,60,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,61,,,,,,,,,,,,,,,,,,,,,
BF,1,62,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,63,,,,,,,,,,,,,,,,,,,,,
BF,1,64,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,65,,,,,,,,,,,,,,,,,,,,,
BF,1,66,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,67,,,,,,,,,,,,,,,,,,,,,
BF,1,68,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,69,,,,,,,,,,,,,,,,,,,,,
BF,1,70,11833,8,1754,4338,5562,9,24569,9223,8,8,8,170,-,4.4666ns,-,-,-,-,28,-,-
BF,1,71,,,,,,,,,,,,,,,,,,,,,
BF,1,72,12534,14,2771,4032,5576,0,25848,10071,14,14,14,155,-,4.3386ns,-,-,-,-,36,-,-
BF,1,73,,,,,,,,,,,,,,,,,,,,,
BF,1,74,12534,14,2771,4032,5576,0,25848,10071,14,14,14,155,-,4.3386ns,-,-,-,-,36,-,-
BF,1,75,,,,,,,,,,,,,,,,,,,,,
BF,1,76,12534,14,2771,4032,5576,0,25848,10071,14,14,14,155,-,4.3386ns,-,-,-,-,36,-,-
BF,1,77,,,,,,,,,,,,,,,,,,,,,
BF,1,78,13946,22,4096,4008,5708,0,28356,11429,22,22,22,134,-,4.1493ns,-,-,-,-,33,-,-
BF,1,79,,,,,,,,,,,,,,,,,,,,,
BF,1,80,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,81,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,82,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,83,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,84,13946,22,4096,4008,5708,0,28356,11429,22,22,22,134,-,4.1493ns,-,-,-,-,33,-,-
BF,1,85,,,,,,,,,,,,,,,,,,,,,
BF,1,86,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,87,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,88,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,89,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,90,12534,14,2771,4032,5576,0,25848,10071,14,14,14,155,-,4.3386ns,-,-,-,-,36,-,-
BF,1,91,,,,,,,,,,,,,,,,,,,,,
BF,1,92,12534,14,2771,4032,5576,0,25848,10071,14,14,14,155,-,4.3386ns,-,-,-,-,36,-,-
BF,1,93,,,,,,,,,,,,,,,,,,,,,
BF,1,94,12534,14,2771,4032,5576,0,25848,10071,14,14,14,155,-,4.3386ns,-,-,-,-,36,-,-
BF,1,95,,,,,,,,,,,,,,,,,,,,,
BF,1,96,13946,22,4096,4008,5708,0,28356,11429,22,22,22,134,-,4.1493ns,-,-,-,-,33,-,-
BF,1,97,,,,,,,,,,,,,,,,,,,,,
BF,1,98,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,99,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,100,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,101,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,102,13946,22,4096,4008,5708,0,28356,11429,22,22,22,134,-,4.1493ns,-,-,-,-,33,-,-
BF,1,103,,,,,,,,,,,,,,,,,,,,,
BF,1,104,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,105,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,106,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,107,14678,17,4882,4008,5669,0,29040,11730,17,17,17,119,-,5.4159ns,-,-,-,-,27,-,-
BF,1,108,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,109,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,110,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,111,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,112,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,113,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,114,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,115,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,116,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,117,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,118,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,119,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,120,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,121,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,122,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,123,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,124,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,125,6282,9,1761,3414,989,15,9723,4572,9,9,9,103,-,4.2016ns,-,-,-,-,29,-,-
BF,1,126,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,127,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,128,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,129,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,130,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,131,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,132,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,133,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,134,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,135,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,136,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,137,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,138,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,139,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,140,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,141,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,142,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,143,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,144,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,145,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,146,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,147,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,148,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,149,7531,15,2771,3408,1214,15,12529,5928,15,15,15,123,-,4.2266ns,-,-,-,-,37,-,-
BF,1,150,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,151,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,152,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,153,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,154,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,155,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,156,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,157,8312,21,4058,2994,1143,0,14008,6845,21,21,21,117,-,4.1493ns,-,-,-,-,30,-,-
BF,1,158,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,159,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,160,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,161,6189,14,2650,2412,1033,0,10645,5170,14,14,14,94,-,5.4159ns,-,-,-,-,22,-,-
BF,1,162,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,163,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,164,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,165,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,166,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,167,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,168,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,169,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,170,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,171,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,172,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,173,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,174,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,175,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,176,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,177,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,178,5618,10,1767,2856,871,15,8850,4218,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,179,5609,10,1767,2850,868,15,8837,4211,10,10,10,109,-,4.2016ns,-,-,-,-,38,-,-
BF,1,180,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,181,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,182,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,183,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,184,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,185,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,186,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,187,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,188,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,189,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,190,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,191,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,192,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,193,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,194,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,195,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,196,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,197,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,198,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,199,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,200,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,201,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,202,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,203,6846,16,2777,2832,1091,15,11653,5557,16,16,16,131,-,4.2266ns,-,-,-,-,46,-,-
BF,1,204,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,205,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,206,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,207,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,208,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,209,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,210,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,211,7721,23,4067,2490,1033,0,13059,6370,23,23,23,131,-,4.1493ns,-,-,-,-,40,-,-
BF,1,212,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,213,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,214,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,215,5996,16,2656,2220,1009,0,10436,5065,16,16,16,111,-,5.4159ns,-,-,-,-,32,-,-
BF,1,216,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,217,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,218,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,219,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,220,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,221,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,222,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,223,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,224,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,225,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,226,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,227,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,228,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,229,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,230,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,231,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,232,9241,8,1780,4326,2950,15,16833,6949,8,8,8,170,-,4.2016ns,-,-,-,-,28,-,-
BF,1,233,8768,9,1782,4332,2533,15,15150,6437,9,9,9,106,-,4.2016ns,-,-,-,-,31,-,-
BF,1,234,10661,14,3022,4326,3104,15,19775,8519,14,14,14,194,-,4.2266ns,-,-,-,-,36,-,-
BF,1,235,10019,15,2790,4314,2760,15,18000,7800,15,15,15,140,-,4.2266ns,-,-,-,-,39,-,-
BF,1,236,10661,14,3022,4326,3104,15,19775,8519,14,14,14,194,-,4.2266ns,-,-,-,-,36,-,-
BF,1,237,10019,15,2790,4314,2760,15,18000,7800,15,15,15,140,-,4.2266ns,-,-,-,-,39,-,-
BF,1,238,10661,14,3022,4326,3104,15,19775,8519,14,14,14,194,-,4.2266ns,-,-,-,-,36,-,-
BF,1,239,10019,15,2790,4314,2760,15,18000,7800,15,15,15,140,-,4.2266ns,-,-,-,-,39,-,-
