Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
BF,1,66,975,2,318,516,140,0,1608,769,2,2,2,1,0,1.0283ns,-,-,-,-,4,-,-
BF,1,67,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
BF,1,68,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
BF,1,69,1262,3,541,534,183,0,2251,1065,3,3,3,4,0,0.7775ns,-,-,-,-,9,-,-
BF,1,70,1648,4,485,528,627,0,3421,1406,4,4,4,8,0,0.806ns,-,-,-,-,16,-,-
BF,1,71,1356,4,329,528,487,0,2667,1147,4,4,4,12,0,1.0283ns,-,-,-,-,12,-,-
BF,1,72,1135,3,364,462,290,0,2128,994,3,3,3,19,0,1.0375ns,-,-,-,-,9,-,-
BF,1,73,1365,3,364,462,534,0,2827,1143,3,3,3,5,0,1.0375ns,-,-,-,-,9,-,-
BF,1,74,1754,5,552,540,652,0,3673,1520,5,5,5,10,0,0.806ns,-,-,-,-,17,-,-
FCNT_A,1,0,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,1010101010,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,99999,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,88888,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,77777,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,66666,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,55555,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,44444,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,33333,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,22222,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,11111,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_A,1,10,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,1010101010,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,99999,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,88888,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,77777,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,66666,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,55555,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,44444,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,33333,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,22222,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,11111,339,5,72,162,83,0,707,345,5,5,5,22,-,0.6649ns,-,-,-,-,17,-,-
FCNT_A,1,13,627,3,354,252,16,0,1099,561,3,3,3,5,-,1.0376ns,-,-,-,-,3,-,-
FCNT_A,1,1010101010,719,6,107,426,174,0,1413,632,6,6,6,12,-,1.03ns,-,-,-,-,6,-,-
FCNT_A,1,99999,452,3,207,216,24,0,795,404,3,3,3,5,-,1.1575ns,-,-,-,-,3,-,-
FCNT_A,1,88888,452,3,207,216,24,0,795,404,3,3,3,5,-,1.1575ns,-,-,-,-,3,-,-
FCNT_A,1,77777,452,3,207,216,24,0,795,404,3,3,3,5,-,1.1575ns,-,-,-,-,3,-,-
FCNT_A,1,66666,500,3,254,216,25,0,902,457,3,3,3,5,-,1.1076ns,-,-,-,-,3,-,-
FCNT_A,1,55555,500,3,254,216,25,0,902,457,3,3,3,5,-,1.1076ns,-,-,-,-,3,-,-
FCNT_A,1,44444,538,3,307,210,16,0,969,495,3,3,3,5,-,1.0376ns,-,-,-,-,3,-,-
FCNT_A,1,33333,627,3,354,252,16,0,1099,561,3,3,3,5,-,1.0376ns,-,-,-,-,3,-,-
FCNT_A,1,22222,627,3,354,252,16,0,1099,561,3,3,3,5,-,1.0376ns,-,-,-,-,3,-,-
FCNT_A,1,11111,627,3,354,252,16,0,1099,561,3,3,3,5,-,1.0376ns,-,-,-,-,3,-,-
FCNT_A,1,14,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,1010101010,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,99999,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,88888,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,77777,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,66666,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,55555,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,44444,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,33333,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,22222,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,11111,378,5,72,186,81,0,756,367,6,6,6,39,-,0.6649ns,-,-,-,-,12,-,-
FCNT_A,1,37,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_A,1,1010101010,811,4,107,516,180,0,1379,600,4,4,4,8,0,1ns,-,-,-,-,4,-,-
FCNT_A,1,99999,762,2,207,450,105,0,1286,605,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_A,1,88888,762,2,207,450,105,0,1286,605,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_A,1,77777,762,2,207,450,105,0,1286,605,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_A,1,66666,865,2,254,504,107,0,1408,663,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_A,1,55555,865,2,254,504,107,0,1408,663,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_A,1,44444,831,2,307,444,80,0,1375,665,2,2,2,0,0,1.1075ns,-,-,-,-,2,-,-
FCNT_A,1,33333,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_A,1,22222,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_A,1,11111,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
GO,1,0,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
GO,1,1,801,9,354,360,73,0,1461,696,9,9,9,14,-,1.0376ns,-,-,-,-,9,-,-
GO,1,2,829,4,83,528,189,14,1370,600,4,4,4,15,0,0.9555ns,-,-,-,-,16,-,-
GO,1,3,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
GO,1,4,829,4,83,528,189,14,1370,600,4,4,4,15,0,0.9555ns,-,-,-,-,16,-,-
GO,1,5,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
GO,1,6,829,4,83,528,189,14,1370,600,4,4,4,15,0,0.9555ns,-,-,-,-,16,-,-
GO,1,7,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_B,1,0,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,1010101010,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,99999,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,88888,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,77777,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,66666,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,55555,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,44444,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,33333,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,22222,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,11111,314,6,83,150,69,0,644,310,6,6,6,12,-,0.4576ns,-,-,-,-,30,-,-
FCNT_B,1,3,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_B,1,1010101010,810,5,107,522,170,0,1428,641,5,5,5,11,0,1.025ns,-,-,-,-,5,-,-
FCNT_B,1,99999,816,2,207,504,105,0,1322,623,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_B,1,88888,816,2,207,504,105,0,1322,623,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_B,1,77777,816,2,207,504,105,0,1322,623,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_B,1,66666,865,2,254,504,107,0,1408,663,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_B,1,55555,865,2,254,504,107,0,1408,663,2,2,2,0,0,1.1775ns,-,-,-,-,2,-,-
FCNT_B,1,44444,840,2,307,444,89,0,1394,666,2,2,2,0,0,1.1075ns,-,-,-,-,2,-,-
FCNT_B,1,33333,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_B,1,22222,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
FCNT_B,1,11111,738,1,354,384,0,0,1034,530,1,1,1,0,0,0.9675ns,-,-,-,-,1,-,-
